"Industrial Producing Groupings of Waste","Kod","Benämning"
,"A","Företag inom jordbruk, skogsbruk och fiske"
2,"01","Jordbruksföretag och serviceföretag till jordbruk"
2,"01.1","Växtodlare av ett- och tvååriga växter"
2,"01.11","Odlare av spannmål (utom ris), baljväxter och oljeväxter"
2,"01.110","Odlare av spannmål (utom ris), baljväxter och oljeväxter"
2,"01.12","Risodlare"
2,"01.120","Risodlare"
2,"01.13","Odlare av grönsaker, rotfrukter m.m."
2,"01.131","Potatisodlare"
2,"01.132","Sockerbetsodlare"
2,"01.133","Odlare av grönsaker på friland"
2,"01.134","Odlare av grönsaker i växthus"
2,"01.135","Svampodlare m.fl."
2,"01.14","Sockerrörsodlare"
2,"01.140","Sockerrörsodlare"
2,"01.15","Tobaksodlare"
2,"01.150","Tobaksodlare"
2,"01.16","Fiberväxtodlare"
2,"01.160","Fiberväxtodlare"
2,"01.19","Odlare av andra ett- och tvååriga växter"
2,"01.191","Odlare av prydnadsväxter i växthus"
2,"01.199","Odlare av övriga ett- och tvååriga växter"
2,"01.2","Odlare av fleråriga växter"
2,"01.21","Druvodlare"
2,"01.210","Druvodlare"
2,"01.22","Odlare av tropiska och subtropiska frukter"
2,"01.220","Odlare av tropiska och subtropiska frukter"
2,"01.23","Citrusfruktodlare"
2,"01.230","Citrusfruktodlare"
2,"01.24","Odlare av kärn- och stenfrukter"
2,"01.240","Odlare av kärn- och stenfrukter"
2,"01.25","Odlare av andra frukter och bär samt nötter"
2,"01.250","Odlare av andra frukter och bär samt nötter"
2,"01.26","Odlare av oljehaltiga frukter"
2,"01.260","Odlare av oljehaltiga frukter"
2,"01.27","Odlare av växter för dryckesframställning"
2,"01.270","Odlare av växter för dryckesframställning"
2,"01.28","Odlare av kryddväxter, drog- och medicinalväxter"
2,"01.280","Odlare av kryddväxter, drog- och medicinalväxter"
2,"01.29","Odlare av andra fleråriga växter"
2,"01.290","Odlare av andra fleråriga växter"
2,"01.3","Odlare av plantskoleväxter"
2,"01.30","Odlare av plantskoleväxter"
2,"01.301","Odlare av plantskoleväxter i växthus"
2,"01.302","Odlare av plantskoleväxter m.m. på friland"
2,"01.4","Djurskötselföretag"
2,"01.41","Mjölkproducenter "
2,"01.410","Mjölkproducenter "
2,"01.42","Nötköttsproducenter"
2,"01.420","Nötköttsproducenter"
2,"01.43","Stuterier och andra hästuppfödare m.fl."
2,"01.430","Stuterier och andra hästuppfödare m.fl."
2,"01.44","Uppfödare av kameler och kameldjur"
2,"01.440","Uppfödare av kameler och kameldjur"
2,"01.45","Får- och getuppfödare"
2,"01.450","Får- och getuppfödare"
2,"01.46","Svinuppfödare"
2,"01.461","Smågrisuppfödare"
2,"01.462","Slaktsvinsuppfödare"
2,"01.47","Äggproducenter och fjäderfäföretag"
2,"01.471","Äggproducenter"
2,"01.472","Fjäderfäföretag"
2,"01.49","Andra djuruppfödare"
2,"01.491","Renskötare"
2,"01.492","Uppfödare av sällskapsdjur"
2,"01.499","Övriga djuruppfödare"
2,"01.5","Blandat jordbruk"
2,"01.50","Blandat jordbruk"
2,"01.500","Blandat jordbruk"
2,"01.6","Serviceföretag till jordbruk och bearbetning av skördade växter"
2,"01.61","Serviceföretag till växtodling"
2,"01.610","Serviceföretag till växtodling"
2,"01.62","Serviceföretag till husdjurskötsel "
2,"01.620","Serviceföretag till husdjurskötsel "
2,"01.63","Företag för bearbetning av skördade växter "
2,"01.630","Företag för bearbetning av skördade växter "
2,"01.64","Företag för bearbetning av utsäde"
2,"01.640","Företag för bearbetning av utsäde"
2,"01.7","Jägare och viltvårdare inkl. serviceföretag"
2,"01.70","Jägare och viltvårdare inkl. serviceföretag"
2,"01.700","Jägare och viltvårdare inkl. serviceföretag"
2,"02","Skogsbruksföretag"
2,"02.1","Skogsägare och skogsskötselföretag"
2,"02.10","Skogsägare och skogsskötselföretag"
2,"02.101","Skogsägare"
2,"02.102","Skogsskötselföretag"
2,"02.109","Övriga skogsbruksföretag"
2,"02.2","Avverkningsföretag"
2,"02.20","Avverkningsföretag"
2,"02.200","Avverkningsföretag"
2,"02.3","Insamlare av annat vilt växande skogsmaterial än trä"
2,"02.30","Insamlare av annat vilt växande skogsmaterial än trä"
2,"02.300","Insamlare av annat vilt växande skogsmaterial än trä"
2,"02.4","Serviceföretag till skogsbruk"
2,"02.40","Serviceföretag till skogsbruk"
2,"02.401","Virkesmätningsföreningar"
2,"02.409","Övriga serviceföretag till skogsbruk"
3,"03","Fiskare och vattenbrukare "
3,"03.1","Fiskare "
3,"03.11","Saltvattenfiskare"
3,"03.111","Trålfiskare, i saltvatten"
3,"03.119","Övriga saltvattensfiskare"
3,"03.12","Sötvattensfiskare"
3,"03.120","Sötvattensfiskare"
3,"03.2","Vattenbrukare"
3,"03.21","Fiskodlare, i saltvatten"
3,"03.210","Fiskodlare, i saltvatten"
3,"03.22","Fiskodlare, i sötvatten"
3,"03.220","Fiskodlare, i sötvatten"
,"B","Gruvor och mineralutvinningsindustri"
4,"05","Kolgruvor"
4,"05.1","Stenkolsgruvor"
4,"05.10","Stenkolsgruvor"
4,"05.100","Stenkolsgruvor"
4,"05.2","Brunkolsgruvor"
4,"05.20","Brunkolsgruvor"
4,"05.200","Brunkolsgruvor"
4,"06","Industri för utvinning av råpetroleum och naturgas "
4,"06.1","Industri för utvinning av råpetroleum "
4,"06.10","Industri för utvinning av råpetroleum "
4,"06.100","Industri för utvinning av råpetroleum "
4,"06.2","Industri för utvinning av naturgas "
4,"06.20","Industri för utvinning av naturgas "
4,"06.200","Industri för utvinning av naturgas "
4,"07","Metallmalmsgruvor"
4,"07.1","Järnmalmsgruvor"
4,"07.10","Järnmalmsgruvor"
4,"07.100","Järnmalmsgruvor"
4,"07.2","Andra metallmalmsgruvor än järnmalmsgruvor"
4,"07.21","Uran- och toriumgruvor"
4,"07.210","Uran- och toriumgruvor"
4,"07.29","Andra metallmalmsgruvor"
4,"07.290","Andra metallmalmsgruvor"
4,"08","Annan industri för mineralutvinning"
4,"08.1","Stenbrott o.d.; sand-, grus-, berg- och lertäkter"
4,"08.11","Natur-, kalk- och gipsstensbrott samt krita- och skifferbrott"
4,"08.110","Natur-, kalk- och gipsstensbrott samt krita- och skifferbrott"
4,"08.12","Sand-, grus-, berg- och lertäkter"
4,"08.120","Sand-, grus-, berg- och lertäkter"
4,"08.9","Övriga mineralbrott och -täkter"
4,"08.91","Brott för kemiska mineral"
4,"08.910","Brott för kemiska mineral"
4,"08.92","Torvtäkter"
4,"08.920","Torvtäkter"
4,"08.93","Industri för saltutvinning"
4,"08.930","Industri för saltutvinning"
4,"08.99","Diverse övrig industri för mineralutvinning"
4,"08.990","Diverse övrig industri för mineralutvinning"
4,"09","Serviceföretag till utvinning"
4,"09.1","Serviceföretag till råpetroleum- och  naturgasutvinning"
4,"09.10","Serviceföretag till råpetroleum- och  naturgasutvinning"
4,"09.100","Serviceföretag till råpetroleum- och  naturgasutvinning"
4,"09.9","Serviceföretag till annan utvinning"
4,"09.90","Serviceföretag till annan utvinning"
4,"09.900","Serviceföretag till annan utvinning"
,"C","Tillverkningsindustri"
6,"10","Livsmedelsindustri"
6,"10.1","Slakterier och köttvaruindustri"
6,"10.11","Kreatursslakterier, köttstyckerier"
6,"10.111","Kreatursslakterier"
6,"10.112","Köttstyckerier"
6,"10.12","Fjäderfäslakterier"
6,"10.120","Fjäderfäslakterier"
6,"10.13","Charkuterier och annan industri för köttvaror"
6,"10.130","Charkuterier och annan industri för köttvaror"
6,"10.2","Fiskberedningsindustri"
6,"10.20","Fiskberedningsindustri"
6,"10.200","Fiskberedningsindustri"
6,"10.3","Frukt-, bär- och grönsaksindustri"
6,"10.31","Potatisindustri"
6,"10.310","Potatisindustri"
6,"10.32","Juice- och saftindustri"
6,"10.320","Juice- och saftindustri"
6,"10.39","Annan frukt-, bär- och grönsaksindustri"
6,"10.390","Annan frukt-, bär- och grönsaksindustri"
6,"10.4","Olje- och fettvaruindustri"
6,"10.41","Industri för oljor och fetter"
6,"10.410","Industri för oljor och fetter"
6,"10.42","Matfettsindustri"
6,"10.420","Matfettsindustri"
6,"10.5","Mejerier och glassindustri"
6,"10.51","Mejerier  "
6,"10.511","Ostindustri"
6,"10.519","Annan mejerivaruindustri"
6,"10.52","Glassindustri"
6,"10.520","Glassindustri"
6,"10.6","Kvarnprodukt- och stärkelseindustri"
6,"10.61","Kvarnproduktindustri"
6,"10.611","Kvarnar"
6,"10.612","Industri för frukostflingor, mixer och andra livsmedelsberedningar av kvarnprodukter"
6,"10.62","Stärkelseindustri"
6,"10.620","Stärkelseindustri"
6,"10.7","Industri för bageri- och mjölprodukter"
6,"10.71","Bagerier"
6,"10.710","Bagerier"
6,"10.72","Knäckebröds- och kexindustri"
6,"10.721","Knäckebrödsindustri"
6,"10.722","Industri för kex och konserverade bakverk"
6,"10.73","Industri för pastaprodukter"
6,"10.730","Industri för pastaprodukter"
6,"10.8","Annan livsmedelsindustri"
6,"10.81","Sockerindustri"
6,"10.810","Sockerindustri"
6,"10.82","Choklad- och konfektindustri"
6,"10.821","Sockerkonfektyrindustri"
6,"10.822","Choklad- och chokladkonfektyrindustri"
6,"10.83","Kaffe- och teindustri"
6,"10.830","Kaffe- och teindustri"
6,"10.84","Industri för senap, ketchup, kryddor och andra smaksättningsmedel"
6,"10.840","Industri för senap, ketchup, kryddor och andra smaksättningsmedel"
6,"10.85","Industri för lagad mat och färdigrätter"
6,"10.850","Industri för lagad mat och färdigrätter"
6,"10.86","Industri för homogeniserade livsmedelspreparat inklusive dietmat"
6,"10.860","Industri för homogeniserade livsmedelspreparat inklusive dietmat"
6,"10.89","Övrig livsmedelsindustri"
6,"10.890","Övrig livsmedelsindustri"
6,"10.9","Industri för beredda djurfoder"
6,"10.91","Industri för beredda fodermedel"
6,"10.910","Industri för beredda fodermedel"
6,"10.92","Industri för mat till sällskapsdjur"
6,"10.920","Industri för mat till sällskapsdjur"
6,"11","Dryckesvaruindustri"
6,"11.0","Dryckesvaruindustri"
6,"11.01","Spritdrycksindustri"
6,"11.010","Spritdrycksindustri"
6,"11.02","Vinindustri"
6,"11.020","Vinindustri"
6,"11.03","Cider- och annan fruktvinindustri"
6,"11.030","Cider- och annan fruktvinindustri"
6,"11.04","Industri för andra icke-destillerade jästa drycker"
6,"11.040","Industri för andra icke-destillerade jästa drycker"
6,"11.05","Ölbryggerier"
6,"11.050","Ölbryggerier"
6,"11.06","Mälterier"
6,"11.060","Mälterier"
6,"11.07","Mineralvatten- och läskedrycksindustri"
6,"11.070","Mineralvatten- och läskedrycksindustri"
6,"12","Tobaksindustri"
6,"12.0","Tobaksindustri"
6,"12.00","Tobaksindustri"
6,"12.000","Tobaksindustri"
7,"13","Textilindustri"
7,"13.1","Garnindustri"
7,"13.10","Garnindustri"
7,"13.100","Garnindustri"
7,"13.2","Väverier"
7,"13.20","Väverier"
7,"13.200","Väverier"
7,"13.3","Blekerier, färgerier, textiltryckerier och andra textilberedningsverk"
7,"13.30","Blekerier, färgerier, textiltryckerier och andra textilberedningsverk"
7,"13.300","Blekerier, färgerier, textiltryckerier och andra textilberedningsverk"
7,"13.9","Annan textilieindustri"
7,"13.91","Trikåväverier"
7,"13.910","Trikåväverier"
7,"13.92","Industri för sydda textilvaror utom beklädnadsvaror"
7,"13.921","Industri för gardiner, sängkläder och linnevaror"
7,"13.922","Industri för presenningar, tält, segel o.d."
7,"13.93","Mattindustri"
7,"13.930","Mattindustri"
7,"13.94","Tågvirkes- och bindgarnsindustri"
7,"13.940","Tågvirkes- och bindgarnsindustri"
7,"13.95","Industri för bondad duk"
7,"13.950","Industri för bondad duk"
7,"13.96","Industri för andra tekniska textilier och industritextilier"
7,"13.960","Industri för andra tekniska textilier och industritextilier"
7,"13.99","Övrig textilieindustri"
7,"13.990","Övrig textilieindustri"
7,"14","Beklädnadsindustri"
7,"14.1","Läderbeklädnadsindustri"
7,"14.11","Läderbeklädnadsindustri"
7,"14.110","Läderbeklädnadsindustri"
7,"14.12","Industri för arbets-, skydds- och överdragskläder"
7,"14.120","Industri för arbets-, skydds- och överdragskläder"
7,"14.13","Industri för andra gång- och ytterkläder"
7,"14.130","Industri för andra gång- och ytterkläder"
7,"14.14","Industri för underkläder, skjortor och blusar"
7,"14.140","Industri för underkläder, skjortor och blusar"
7,"14.19","Industri för andra beklädnadsvaror och tillbehör"
7,"14.190","Industri för andra beklädnadsvaror och tillbehör"
7,"14.2","Pälsindustri"
7,"14.20","Pälsindustri"
7,"14.200","Pälsindustri"
7,"14.3","Trikåvaruindustri"
7,"14.31","Strumpindustri"
7,"14.310","Strumpindustri"
7,"14.39","Annan trikåvaruindustri"
7,"14.390","Annan trikåvaruindustri"
7,"15","Industri för läder och lädervaror"
7,"15.1","Garverier; industri för reseffekter, handväskor, skodon o.d."
7,"15.11","Garverier"
7,"15.110","Garverier"
7,"15.12","Industri för reseffekter, handväskor, sadel- och seldon m.m."
7,"15.120","Industri för reseffekter, handväskor, sadel- och seldon m.m."
7,"15.2","Skoindustri"
7,"15.20","Skoindustri"
7,"15.200","Skoindustri"
8,"16","Industri för trä och varor av trä, kork och rotting o.d. utom möbler"
8,"16.1","Sågverk och hyvlerier"
8,"16.10","Sågverk och hyvlerier"
8,"16.101","Sågverk"
8,"16.102","Hyvlerier"
8,"16.103","Träimpregneringsverk"
8,"16.2","Industri för trä och varor av trä, kork och rotting o.d. "
8,"16.21","Industri för fanér och träbaserade skivor"
8,"16.210","Industri för fanér och träbaserade skivor"
8,"16.22","Industri för sammansatta parkettgolv"
8,"16.220","Industri för sammansatta parkettgolv"
8,"16.23","Industri för andra byggnads- och inredningssnickerier"
8,"16.231","Industri för monteringsfärdiga trähus"
8,"16.232","Industri för trädörrar"
8,"16.233","Industri för träfönster"
8,"16.239","Industri för övriga byggnads- och inredningssnickerier"
8,"16.24","Träförpackningsindustri"
8,"16.240","Träförpackningsindustri"
8,"16.29","Övrig trävaruindustri samt industri för varor av kork, halm, "
8,"16.291","Industri för förädlade trädbränslen"
8,"16.292","Övrig trävaruindustri"
8,"16.293","Industri för varor av kork, halm, rotting o.d."
9,"17","Massa-, pappers- och pappersvaruindustri"
9,"17.1","Massa-, pappers- och pappindustri"
9,"17.11","Massaindustri"
9,"17.111","Industri för mekanisk eller halvkemisk massa"
9,"17.112","Sulfatmassaindustri"
9,"17.113","Sulfitmassaindustri"
9,"17.12","Pappers- och pappindustri"
9,"17.121","Tidnings- och journalpappersindustri"
9,"17.122","Annan tryckpappersindustri"
9,"17.123","Kraftpappers- och kraftpappindustri"
9,"17.129","Övrig pappers- och pappindustri"
9,"17.2","Industri för pappers- och pappvaror"
9,"17.21","Industri för wellpapp och pappers- och pappförpackningar"
9,"17.211","Wellpappindustri"
9,"17.219","Övrig industri för pappers- och pappförpackningar"
9,"17.22","Industri för hushålls- och hygienartiklar av papper"
9,"17.220","Industri för hushålls- och hygienartiklar av papper"
9,"17.23","Industri för skrivpapper, kuvert o.d."
9,"17.230","Industri för skrivpapper, kuvert o.d."
9,"17.24","Tapetindustri"
9,"17.240","Tapetindustri"
9,"17.29","Industri för andra pappers- och pappvaror"
9,"17.290","Industri för andra pappers- och pappvaror"
9,"18","Grafisk och annan reproduktionsindustri"
9,"18.1","Grafisk industri"
9,"18.11","Dagstidningstryckerier"
9,"18.110","Dagstidningstryckerier"
9,"18.12","Andra tryckerier"
9,"18.121","Tidskriftstryckerier"
9,"18.122","Boktryckerier, övriga tryckerier"
9,"18.13","Prepress- och premediaföretag"
9,"18.130","Prepress- och premediaföretag"
9,"18.14","Bokbinderier m.m."
9,"18.140","Bokbinderier m.m."
9,"18.2","Företag för reproduktion av inspelningar"
9,"18.20","Företag för reproduktion av inspelningar"
9,"18.200","Företag för reproduktion av inspelningar"
10,"19","Industri för stenkolsprodukter och raffinerade petroleumprodukter "
10,"19.1","Industri för stenkolsprodukter"
10,"19.10","Industri för stenkolsprodukter"
10,"19.100","Industri för stenkolsprodukter"
10,"19.2","Petroleumraffinaderier"
10,"19.20","Petroleumraffinaderier"
10,"19.200","Petroleumraffinaderier"
11,"20","Kemisk industri"
11,"20.1","Industri för baskemikalier, gödselmedel och kväveprodukter, plaster och syntetgummi i obearbetad form"
11,"20.11","Industri för industrigaser"
11,"20.110","Industri för industrigaser"
11,"20.12","Industri för färgämnen"
11,"20.120","Industri för färgämnen"
11,"20.13","Industri för andra oorganiska baskemikalier"
11,"20.130","Industri för andra oorganiska baskemikalier"
11,"20.14","Industri för andra organiska baskemikalier"
11,"20.140","Industri för andra organiska baskemikalier"
11,"20.15","Industri för gödselmedel och kväveprodukter"
11,"20.150","Industri för gödselmedel och kväveprodukter"
11,"20.16","Basplastindustri"
11,"20.160","Basplastindustri"
11,"20.17","Industri för syntetiskt basgummi"
11,"20.170","Industri för syntetiskt basgummi"
11,"20.2","Industri för bekämpningsmedel och andra lantbrukskemiska produkter"
11,"20.20","Industri för bekämpningsmedel och andra lantbrukskemiska produkter"
11,"20.200","Industri för bekämpningsmedel och andra lantbrukskemiska produkter"
11,"20.3","Industri för färg, lack och tryckfärg m.m."
11,"20.30","Industri för färg, lack och tryckfärg m.m."
11,"20.300","Industri för färg, lack och tryckfärg m.m."
11,"20.4","Industri för rengöringsmedel, parfym och toalettartiklar"
11,"20.41","Tvättmedelsindustri"
11,"20.410","Tvättmedelsindustri"
11,"20.42","Parfym- och toalettartikelsindustri"
11,"20.420","Parfym- och toalettartikelsindustri"
11,"20.5","Annan kemisk industri"
11,"20.51","Sprängämnesindustri"
11,"20.510","Sprängämnesindustri"
11,"20.52","Limindustri"
11,"20.520","Limindustri"
11,"20.53","Industri för eteriska oljor"
11,"20.530","Industri för eteriska oljor"
11,"20.59","Industri för övriga kemiska produkter"
11,"20.590","Industri för övriga kemiska produkter"
11,"20.6","Konstfiberindustri"
11,"20.60","Konstfiberindustri"
11,"20.600","Konstfiberindustri"
11,"21","Industri för farmaceutiska basprodukter och läkemedel"
11,"21.1","Industri för farmaceutiska basprodukter"
11,"21.10","Industri för farmaceutiska basprodukter"
11,"21.100","Industri för farmaceutiska basprodukter"
11,"21.2","Läkemedelsindustri"
11,"21.20 ","Läkemedelsindustri"
11,"21.200","Läkemedelsindustri"
11,"22","Gummi- och plastvaruindustri"
11,"22.1","Gummivaruindustri"
11,"22.11","Industri för däck och slangar; regummeringsindustri"
11,"22.110","Industri för däck och slangar; regummeringsindustri"
11,"22.19","Annan gummivaruindustri"
11,"22.190","Annan gummivaruindustri"
11,"22.2","Plastvaruindustri"
11,"22.21","Industri för plasthalvfabrikat"
11,"22.210","Industri för plasthalvfabrikat"
11,"22.22","Plastförpackningsindustri"
11,"22.220","Plastförpackningsindustri"
11,"22.23","Byggplastvaruindustri"
11,"22.230","Byggplastvaruindustri"
11,"22.29","Annan plastvaruindustri"
11,"22.290","Annan plastvaruindustri"
12,"23","Industri för andra icke-metalliska mineraliska produkter"
12,"23.1","Glas- och glasvaruindustri"
12,"23.11","Planglasverk"
12,"23.110","Planglasverk"
12,"23.12","Industri för bearbetat planglas"
12,"23.120","Industri för bearbetat planglas"
12,"23.13","Industri för buteljer, glasförpackningar och husgeråd av glas"
12,"23.130","Industri för buteljer, glasförpackningar och husgeråd av glas"
12,"23.14","Glasfiberindustri"
12,"23.140","Glasfiberindustri"
12,"23.19","Annan glasvaruindustri"
12,"23.190","Annan glasvaruindustri"
12,"23.2","Industri för eldfasta keramiska produkter"
12,"23.20","Industri för eldfasta keramiska produkter"
12,"23.200","Industri för eldfasta keramiska produkter"
12,"23.3","Industri för byggmaterial av lergods"
12,"23.31","Industri för keramiska golv- och väggplattor"
12,"23.310","Industri för keramiska golv- och väggplattor"
12,"23.32","Industri för murtegel, takpannor och andra byggvaror av tegel"
12,"23.320","Industri för murtegel, takpannor och andra byggvaror av tegel"
12,"23.4","Industri för andra porslinsprodukter och keramiska produkter"
12,"23.41","Industri för keramiska hushålls- och prydnadsartiklar"
12,"23.410","Industri för keramiska hushålls- och prydnadsartiklar"
12,"23.42","Industri för keramiska sanitetsartiklar"
12,"23.420","Industri för keramiska sanitetsartiklar"
12,"23.43","Industri för keramiska isolatorer o.d."
12,"23.430","Industri för keramiska isolatorer o.d."
12,"23.44","Industri för andra tekniska keramiska produkter"
12,"23.440","Industri för andra tekniska keramiska produkter"
12,"23.49","Industri för andra keramiska produkter"
12,"23.490","Industri för andra keramiska produkter"
12,"23.5","Cement-, kalk- och gipsindustri"
12,"23.51","Cementindustri"
12,"23.510","Cementindustri"
12,"23.52","Kalk- och gipsindustri"
12,"23.520","Kalk- och gipsindustri"
12,"23.6","Betong-, cement- och gipsvaruindustri"
12,"23.61","Industri för byggnadsbetongvaror"
12,"23.610","Industri för byggnadsbetongvaror"
12,"23.62","Industri för byggvaror av gips"
12,"23.620","Industri för byggvaror av gips"
12,"23.63","Industri för fabriksblandad betong"
12,"23.630","Industri för fabriksblandad betong"
12,"23.64","Murbruksindustri"
12,"23.640","Murbruksindustri"
12,"23.65","Industri för fibercementvaror"
12,"23.650","Industri för fibercementvaror"
12,"23.69","Annan betong-, cement- och gipsvaruindustri"
12,"23.690","Annan betong-, cement- och gipsvaruindustri"
12,"23.7","Stenhuggerier; stenvaruindustri"
12,"23.70","Stenhuggerier; stenvaruindustri"
12,"23.701","Byggnadsstenhuggerier; industri för byggnadsstenvaror"
12,"23.709","Prydnadsstenhuggerier; industri för prydnadsstenvaror"
12,"23.9","Industri för slipmedel och övriga icke-metalliska mineraliska produkter"
12,"23.91","Slipmedelsindustri"
12,"23.910","Slipmedelsindustri"
12,"23.99","Industri för övriga icke-metalliska mineraliska produkter"
12,"23.991","Sten- och mineralullsindustri"
12,"23.999","Diverse övrig industri för icke-metalliska mineraliska produkter"
13,"24","Stål- och metallverk"
13,"24.1","Järn- och stålverk "
13,"24.10","Järn- och stålverk "
13,"24.100","Järn- och stålverk "
13,"24.2","Industri för stålrör"
13,"24.20","Industri för stålrör"
13,"24.200","Industri för stålrör"
13,"24.3","Industri för annan primärbearbetning av järn och stål "
13,"24.31","Kalldragerier för stålstång"
13,"24.310","Kalldragerier för stålstång"
13,"24.32","Kallvalsverk för stålband"
13,"24.320","Kallvalsverk för stålband"
13,"24.33","Industri för kallformning av stål"
13,"24.330","Industri för kallformning av stål"
13,"24.34","Dragerier för ståltråd"
13,"24.340","Dragerier för ståltråd"
13,"24.4","Metallverk för andra metaller än järn"
13,"24.41","Ädelmetallverk"
13,"24.410","Ädelmetallverk"
13,"24.42","Aluminiumverk"
13,"24.420","Aluminiumverk"
13,"24.43","Metallverk för bly, zink och tenn"
13,"24.430","Metallverk för bly, zink och tenn"
13,"24.44","Kopparverk"
13,"24.440","Kopparverk"
13,"24.45","Andra metallverk"
13,"24.450","Andra metallverk"
13,"24.46","Kärnbränsleindustri"
13,"24.460","Kärnbränsleindustri"
13,"24.5","Järn- och metallgjuterier"
13,"24.51","Järngjuterier"
13,"24.510","Järngjuterier"
13,"24.52","Stålgjuterier"
